311,Rathalos Carapace,This Rathalos shell emanatesa nobility befittingthe ruler of the skies.
312,Rathalos Wing,A wing from a Rathalos.Skilled artisans can craftit into strong equipment.
313,Rathalos Ruby,"A rare, precious gem frominside a wyvern. Almosttoo nice to use."
314,Twisted Horn,A twisted Diablos horn.Used in this region for many(less twisted) purposes.
315,Majestic Horn,A twisted Diablos horn ingreat shape. Use it to makemore powerful weapons.
316,Diablos Shell,"Shell from a Diablos. It'sincredibly dense, and muchheavier than it looks."
317,Diablos Carapace,"A quality Diablos carapace,buffed and hardened byconstant exposure to sand."
318,Diablos Ridge,A rigid Diablos backplate.Can be carved into fine gearwith the right knife skills.
319,Diablos Ridge+,"A particularly thick, hardDiablos carapace. Sturdy,but a pain to carve off."
320,Diablos Tailcase,An armored tailcase thatputs iron hammers to shame.This material is a keeper.
321,Diablos Fang,"A large, sturdy fang used ineverything from weaponsto ornaments."
322,Diablos Marrow,Diablos bone marrow.Recently discovered to havesuperb binding properties.
323,Diablos Medulla,"A rare medulla. Difficultto remove, but of greatinterest to researchers."
324,Tigrex Scale,Scale from the incrediblyviolent Tigrex. Incrediblymassive and sturdy.
325,Tigrex Scale+,A flawless Tigrex scale. Canbe fastened with others tobecome harder than steel.
326,Tigrex Shell,A hard Tigrex shellcapable of repelling anyimpact. Extreme tenacity.
327,Tigrex Carapace,A material hardened by thesands of time. Sharp edgesshow the Tigrex's ferocity.
328,Tigrex Tail,This flexible and strongtail can make greatequipment.
329,Tigrex Claw,A vicious foreclaw unique tothe Tigrex. Known for itsinsidious biting edge.
330,Tigrex Claw+,A claw that time hassharpened into a horribledeath sentence for prey.
331,Tigrex Fang,A terrifying fang used tocrush prey. Makes all whosee it quiver in fear.
332,Tigrex Fang+,The sharp fang of aTigrex. These fangs cancut any prey to shreds.
333,Tigrex Scalp,"Part of the head of aTigrex. Looks terrifying, asif it is still alive."
334,Tigrex Maw,"The awe-inspiring jaws ofa Tigrex, ready to crushboth bone and spirit."
335,Rajang Horn+,The majestic golden horn ofa Rajang. Hunters yearn forthe heroism it represents.
336,Rajang Fang+,This sharpened fang cancut through anything dumbenough to touch it.
337,Rajang Blackfur,"Black Rajang fur. Whencrafted, the resulting clothis desired even by royalty."
338,Rajang Claw+,A sharp Rajang claw.Difficult to carve andmore difficult to craft.
339,Rajang Tail,The glistening tail of aRajang. The golden fur isbeautiful and elegant.
340,Gold Rajang Pelt,Fur taken from a Rajang'sbody. The golden hair istreasured by tailors.
341,Chameleos Hide+,"Superior hide of a Chameleos.Strange to the touch, butvery durable."
342,Chameleos Spike,"A sharp horn of a Chameleos.Strong and hard, butstrangely easy to work with."
343,Chameleos Claw+,"Sharpened claw of a Chameleos.Small and sharp, but still valuedfor being easy to work with."
344,<COLOR FF0000>#Rejected#</COLOR> I_0344_Name,<COLOR FF0000>#Rejected#</COLOR> I_0344_Explain
345,Chameleos Tail,The distinctive tail ofChameleos. Feels verystrange.
346,Chameleos Gem,A rare gem formed insideChameleos. It has amulti-colored glow.
347,Daora Carapace,A shell hardened by time.Crafting with it isincredibly difficult.
348,Daora Dragon Scale+,High-quality scale fromKushala Daora. It is saidto surpass steel.
349,Daora Webbing,A lightweight yet sturdyKushala Daora wing. Shinesa dull silver when polished.
350,Daora Horn+,A fierce-looking horn thatinstantly robs the body ofcold if handled improperly.
351,Daora Tail,Cut from Kushala Daora.Incredibly destructivepower contained within.
352,Daora Claw+,Even now the black gleamof this claw seems to emita life force.
353,Daora Gem,A rare gem formed insidea Daora. Its glow isbreathtaking.
354,Teostra Carapace,Harder than Teostra Shell.Looks like red-hot steel;particularly eye catching.
355,Teostra Mane,This majestic mane is asure sign of Teostra'sregality.
356,Teostra Tail,"Covered in red scales, thetree-like tail of Teostrais incredibly hard to cut."
357,Teostra Horn+,A sharp horn that burnswith the fury of Teostra.It is tinged with fire.
358,Fire Dragon Scale+,Scale that seems toburn with the majestyof a fire dragon.
359,Teostra Claw+,The blow of this ever-hotclaw awaits those who evadethe fiery breath of Teostra.
360,Teostra Webbing,A Teostra wing that repelsany flame. You sensestrength and valor in it.
361,Teostra Powder,Powder from fire dragonwings. Said to magnify amaterial's abilities.
362,Teostra Gem,A rare gem formed insidea fire dragon. Flickers withferocious flames.
363,Kelbi Horn,"While unfit for forging,Kelbi horns are a vitalcomponent of many items."
364,<COLOR FF0000>#Rejected#</COLOR> I_0364_Name,<COLOR FF0000>#Rejected#</COLOR> I_0364_Explain
365,Anteka Antler,An antler often used as rawmaterial for armor. Popularwith interior decorators.
366,Rhenoplos Shell,A shell that is very strongdespite coming from sucha small monster.
367,Rhenoplos Carapace,A carapace grown thick andhard over many years. Superstrong for a small monster.
368,Rhenoplos Scalp,"A sturdy part of the skullthat yields, shall we say,dashing results?"
369,Slagtoth Hide,"A Slagtoth hide. It's prettysaggy, helping them evadedeadly attacks."
370,Slagtoth Hide+,Lustrous hide often cut intolarge slabs. Prized for itswater-resistant properties.
371,Gargwa Feather,"A big, beautiful featherplucked from a Gargwa. Oftenused as a fashion accessory."
372,Bnahabra Shell,Just as useful as sturdywyvern shell in the handsof a clever craftsman.
373,Bnahabra Carapace,The hardest part of theshell. Reveals curiousproperties when forged.
374,Bnahabra Wing,Difficult to forge with—the results vary dependingon which surface you use.
375,Bnahabra Stinger,A Bnahabra stinger. It'sactually a hollow tube thathouses paralytic secretions.
376,Altaroth Jaw,Removing these mouthpartsrequires a deft hand.
377,Altaroth Stomach,"A transparent sac cut froman Altaroth's abdomen, usedto store who knows what."
378,Quality Stomach,"A high-quality sac from anAltaroth's abdomen. It'sthin, but durable."
379,Bullfango Pelt,"A pelt from a Bullfango,covered in bristly fur."
380,Bullfango Pelt+,A high-quality pelt from aBullfango. It's as tough asit is bristly.
381,Bullfango Head,"A Bullfango head, completewith two splendid tusks."
382,Gajau Skin,Gajau skin known for itsslimy mucus layer. Highlywater-resistant.
383,Gajau Whisker,Gajau whiskers often used inaquatic gear as theyresist water.
384,Gajau Scale,"High-quality Gajau skin.Thick and hard to work with,but it's worth the effort."
385,Gajau Whisker+,"High-quality Gajau whiskers.They're so girthy, you coulduse them for fishing line."
386,Jaggi Scale,A scale carved from a Jaggi.Popular among hunters forits beauty and versatility.
387,Jaggi Scale+,A vividly-colored superiorJaggi scale that can be usedto make hardier equipment.
388,Jaggi Hide,"Hide from under a Jaggi'sscales. Cheap, easy to workwith, and has numerous uses."
389,Baggi Hide,Smooth hide from under aBaggi's scales. Perfect forlife in tough environments.
390,Baggi Scale,A scale from a Baggi.A little tougher thana Jaggi scale.
391,Baggi Scale+,A quality scale taken froma Baggi. Important forstrengthening weapons.
392,Wroggi Scale,A scale from a Wroggi. Itsvivid color warns predatorsof its venomous properties.
393,Wroggi Scale+,A quality Wroggi scale. Thethickness shows this Wroggilived a long life.
394,Wroggi Hide,Hide from a Wroggi. Youcould make some really niceorange leather with this.
395,Wroggi Fang,A poisonous Wroggi fang.Still covered in poison thatcould fell huge monsters.
396,Kestodon Shell,This Kestodon shell's craggytexture helps to fend offattackers.
397,Kestodon Scalp,A Kestodon cranial carapace.Get slammed by this andyou're in for a bad time.
398,Kestodon Carapace,This sturdy Kestodon shellhas grown unusually thick.Feels a bit like a rock.
399,Hydro Hide,Hide that is very resistantto water. Don't expect it tosell for much.
400,Hydro Hide+,"The durable hide of an aquaticmonster. Highly Water-resistant,and in especially good shape."
401,Immature Sponge,Ludroth sponge that's notfully developed. Popular formany uses besides forging.
402,Uroktor Scale,"A volcanic monster's scale.Highly resistant to fire,but doesn't sell for much."
403,Uroktor Scale+,"A high-quality Uroktor scale.Heat-resistant, bright crimson,and popular with the ladies."
404,Big Fin,A fin that can be all shapesand sizes. The strongest comefrom the Sandy Plains Delex.
405,Quality Fin,"A beautiful, unmarred fin.Its perfection lends it bothstrength and high value."
406,Meaty Hide,The hide from the underbellyof a Zamite. Super elastic—just try stretching it.
407,Meaty Hide+,The hide from the underbellyof a Zamite. The mostelastic samples are costly.
408,Sharqskin Scale,Zamite skin that feelssmooth or coarse dependingon which way you rub it.
409,Remobra Hide,A glossy and subdued blackhide taken from a Remobra.
410,Remobra Hide+,A lustrous and elegant blackhide taken from a Remobra.
411,Striped Hide,Unassuming black-and-redhues from a Remobrathat some hunters swear by.
412,Remobra Head,The snake-like head of aRemobra. It stilllooks ready to pounce!
413,Jagras Scale,Scale harvested from aJagras. Famous for its vividhue and ease of handling.
414,Jagras Hide,"This Jagras skin is easy towork with, making it a greatchoice for novice craftsmen."
415,Jagras Scale+,Precious scale taken from aJagras. Great for everythingfrom armor to jewelry.
416,Jagras Hide+,"High-quality Jagras skin.Thicker, smoother, but stilljust as easy to work with."
417,Monster Bone S,A very useful material;indispensable for bothhunting and daily life.
418,Monster Bone M,"A nicely-sized bone. Strongyet flexible, it's as reliableas steel and wood."
419,Monster Bone L,Bone from a large monster.Its size is hard to work withbut vital to craft big items.
420,Monster Bone+,"A high-quality monster bone.Hard to obtain, but vital tocraft powerful equipment."
421,Monster Keenbone,A rare bone with a razor-sharp tip that retains itsstrength even when crafted.
422,Monster Hardbone,A precious bone rarelyyielded by wyverns. Hard toforge but incredibly strong.
423,Elder Dragon Bone,A bone from an elder dragon.It exudes majesty.
424,Jumbo Bone,"A large, thick bone.Often cut apart in workshopsfor use in crafting."
425,Stoutbone,"The large, sturdy bone of abeast. Prized by blacksmithsas a prime forging material."
426,Bird Wyvern Gem,A valuable gem that can beharvested from bird wyverns. Saidto fetch a high price on the market.
427,Wyvern Gem,"Throughout a wyvern's life,impurities gather and formthis peculiar gem."
428,<COLOR FF0000>#Rejected#</COLOR> I_0428_Name,<COLOR FF0000>#Rejected#</COLOR> I_0428_Explain
429,<COLOR FF0000>#Rejected#</COLOR> I_0429_Name,<COLOR FF0000>#Rejected#</COLOR> I_0429_Explain
430,<COLOR FF0000>#Rejected#</COLOR> I_0430_Name,<COLOR FF0000>#Rejected#</COLOR> I_0430_Explain
431,Sharp Claw,"A shining black claw.Unlike wyvern claws, thisis shaped to grip objects."
432,Sharp Fang,Fangs come in many shapesand sizes—the right fangfor the right job.
433,Piercing Claw,"Dangerous to touch withbare hands, it's used asa knife in some workshops."
434,Warm Pelt,"A pelt from a small animal.Used for many things, butmostly just regular clothes."
435,High-quality Pelt,Feels wonderful to thetouch. Difficult to carvebut valued by the Guild.
436,Elder Dragon Blood,Contains an unknown compound.The object of much scholarlyresearch.
437,Screamer Sac,A monster organ that emitsan earsplitting sonic blastwhen ruptured.
438,Poison Sac,A monster organ thatcontains a lethal toxin.Handle with extreme care.
439,Toxin Sac,A monster organ filled withan extremely potent toxin.Even one touch can be risky.
440,Paralysis Sac,A monster organ thatcontains paralyzingneurotoxins.
441,Omniplegia Sac,A monster organ filled withpotent neurotoxins. A singletouch can cause paralysis.
442,Sleep Sac,A monster organ thatcontains a knockout powdercapable of inducing sleep.
443,Coma Sac,A monster organ thatcontains dangerous powder.One whiff can induce a coma.
444,<COLOR FF0000>#Rejected#</COLOR> I_0444_Name,<COLOR FF0000>#Rejected#</COLOR> I_0444_Explain
445,Inferno Sac,A monster organ filled withpowder that ignites if it somuch as touches air. Danger!
446,Electro Sac,"A monster organ that canstore up electricity, whichis released on impact."
447,Thunder Sac,A monster organ that canstore up large amounts ofhigh voltage electricity.
448,Frost Sac,"A monster internal organ,filled with extremely coldfluid. Handle with care."
449,Freezer Sac,A monster organ withtremendous freezing power.Freezes its surroundings.
450,Aqua Sac,A monster organdesigned to hold andpreserve water.
451,Torrent Sac,A monster organ designed tohold and preserve copiousamounts of water.
452,Monster Fluid,A liquid bugs suck frommonsters. Mixes with insectfluids to form an adhesive.
453,Monster Broth,A broth made from only thethickest of a monster'sjuices. Quite rich.
454,Dash Extract,A mysterious substanceculled from certain monstersthat increases endurance.
455,Pawprint Stamp,"Lynian currency, stampedwith a pawprint. The letterswritten on it are foreign."
456,Felyne Fur Ruby,A priceless ruby formed bythe rare hardening of aFelyne hairball.
457,Rath Wingtalon,Claws that are moderatelydifficult to work with. Ablacksmith's first test.
458,Rath Medulla,Only recently extractabledue to advances in carvingtechniques. Hard to forge.
459,Zinogre Horn,"The Zinogre's magnificenthorn, which sends most ofnature running for cover."
460,Zinogre Tail,The plate-covered tail of aZinogre. It wields deadlyforce when swung.
461,Fulgurbug,Thunderbugs which have beenstimulated by Zinogre. Theyemit a pale blue light.
462,Mizutsune Fin,A beautiful brocade-like fin.Males have large fins thatturn red to match their mood.
463,Mizutsune Tail,A flowing Mizutsune tail.It's prized for its supplefur and beautiful scales.
464,Rathalos Tail,A severed Rathalos tail.It has any number of uses.
465,Rare Steak,Provides a moderate boostto your stamina. This one'sstill red in the middle.
466,Burnt Meat,"Meat that has been burnt toa crisp. It might boost yourstamina, or drain it..."
467,Ancient Potion,Fully restores your healthand stamina.
468,Dust of Life,Produces a cloud that restoresa large amount of health for youand anyone nearby.
469,Gourmet Fish,Recovers the red portionof the Health Gauge andincreases natural recovery.
470,Sushifish,A fatty fish that canrestore a small amountof health.
471,Immunizer,Boosts your natural abilityto heal.
472,Ration,Food that restores a bitof stamina.
473,Dash Juice,Reduces stamina depletionfor a period of time as wellas restoring a bit of stamina.
474,Antidote Herb,A primary ingredientin antidotes.
475,Herbal Medicine,Removes all traces of poisonand restores a slight amountof health.
476,Herbal Powder,Produces a cloud that curespoison and heals you a bit.
477,Demondrug,Boosts your attack powerby filling you with—guesswhat?—demonic strength.
478,Mega Demondrug,Boosts your attack powereven more than a regularDemondrug.
479,Might Seed,Temporarily strengthens yourattacks when ingested byimproving energy flow.
480,Demon Powder,"A mysterious powder;when dispersed, temporarilystrengthens attacks."
481,Powertalon,A charm that strengthensattacks. Its effects areboosted by the claws within.
482,Armorskin,Boosts your defenseby turning your skinas hard as rock.
483,Mega Armorskin,Boosts your defense evenmore than a regular armorskin.
484,Adamant Seed,Temporarily raises yourdefense when ingestedby hardening tissue.
485,Hardshell Powder,"A mysterious powder;when dispersed, temporarilystrengthens defense."
486,Armortalon,A charm that strengthensdefense. Its effects areboosted by the claws within.
487,Mega Barrel Bomb,An upgraded large barrelbomb. Effective againstlarge monsters.
488,Poisoned Meat,Raw meat that poisonswhatever eats it. Makesgreat bait for traps.
489,Tinged Meat,Raw meat that paralyzeswhatever eats it. Makesgreat bait for traps.
490,Drugged Meat,Raw meat that puts whatevereats it to sleep. Makesgreat bait for traps.
491,Farcaster,Instantly transports you tothe nearest camp. Can alsobe used during battles.
492,Poison Smoke Bomb,Releases a toxic cloud ofmist when used. Also popularas a household bug bomb.
493,Sonic Bomb,A hand-thrown bomb thatemits a high-frequency blastof sound on detonation.
494,Tranq Bomb,A bomb used to capturemonsters ensnared in traps.Can be used in various ways.
495,Poison Kunai,A throwing kunai with avenom-coated blade. Poisonstargets. <COL YEL>(Supply Item)</COL>
496,Sleep Kunai,A throwing kunai that hasbeen dusted with sleepingagents. <COL YEL>(Supply Item)</COL>
497,Paralysis Kunai,A throwing kunai coatedwith toxins that paralyzea target. <COL YEL>(Supply Item)</COL>
498,<COLOR FF0000>#Rejected#</COLOR> I_0498_Name,<COLOR FF0000>#Rejected#</COLOR> I_0498_Explain
499,Whetfish,A fish with a dorsal finhard enough to be usedto sharpen weapons.
500,EZ Ration,Restores a smallamount of stamina.<COL YEL>(Supply Item)</COL>
501,First-aid Med,Restores a smallamount of health.<COL YEL>(Supply Item)</COL>
502,First-aid Med+,Restores a moderateamount of health.<COL YEL>(Supply Item)</COL>
503,EZ Max Potion,Fully restores health.<COL YEL>(Supply Item)</COL>
504,EZ Lifepowder,Produces a cloud that healsyou and anyone nearby.<COL YEL>(Supply Item)</COL>
505,EZ Dust of Life,Produces a cloud that restoresa large amount of health for youand anyone nearby. <COL YEL>(Supply Item)</COL>
506,EZ Herbal Powder,Cures poison and restoresa bit of health for everyonenearby. <COL YEL>(Supply Item)</COL>
507,EZ Demon Powder,Temporarily strengthensattacks for everyone nearby.<COL YEL>(Supply Item)</COL>
508,EZ Hardshell Powder,Temporarily increasesdefense for everyonenearby. <COL YEL>(Supply Item)</COL>
509,EZ Shock Trap,Immobilizes a targetfor easy capture.<COL YEL>(Supply Item)</COL>
510,EZ Pitfall Trap,Activates a pitfall to catchmonsters with. <COL YEL>(Supply Item)</COL>
511,EZ Large Barrel Bomb,A powered-up large barrelbomb. As powerful as a megabarrel bomb. <COL YEL>(Supply Item)</COL>
512,EZ Sonic Bomb,Emits a high-frequency blastof sound on detonation.<COL YEL>(Supply Item)</COL>
513,EZ Flash Bomb,A bomb that flashes brightlyon impact.<COL YEL>(Supply Item)</COL>
514,EZ Farcaster,Transports you to thenearest camp in an instant.<COL YEL>(Supply Item)</COL>
515,EZ Tranq Bomb,A bomb used to capturemonsters ensnared in traps.<COL YEL>(Supply Item)</COL>
516,Gastronome Tuna,A fish that eats anything—allowing you to sometimesget items from its stomach.
517,Great Gastronome Tuna,"An enormous Gastronome Tuna.Will eat anything, nomatter the size."
518,Great Izuchi Pelt,Hair that grows on anIzuchi's neck and head.Fades from white to orange.
519,Great Izuchi Hide,This hide of a mature Izuchiis a deep orange fitting forthe leader of the herd.
520,Great Izuchi Tail,A crescent-bladed tail. Aflick of the herd leader'stail brings its prey down.
521,Great Izuchi Pelt+,"Great Izuchi hair. Ontop of being gorgeous, it'ssmooth as a gentle breeze."
522,Great Izuchi Hide+,"Great Izuchi hide.It's lightweight, strong,and vivid—always a hot item."
523,Great Izuchi Tail+,Crescent-bladed tail. Itsedge has been honed by thewind to be razor sharp.
524,Izuchi Pelt,Izuchi hair. Very versatile—you can't go five stepswithout seeing it somewhere.
525,Izuchi Tail,Izuchi that swing theirtail skillfully may becomethe leader of the pack.
526,Izuchi Pelt+,High-quality hair taken froman elite Izuchi in the pack.Pleasantly soft to touch.
527,Aknosom Scale+,Armor woven from thesebeautiful white scales is indemand among royal guards.
528,Aknosom Feather+,Quality Aknosom feather.Swing it like a blade orlayer it into a shield.
529,Aknosom Crest+,"Giant and flashy, thisAknosom comb looks like anelegant decorative fan."
530,Shiny Nacre,Orb formed within the body ofa Tetranadon; possibly made ofsouls... <COL YEL>(Account Item)</COL>
531,Tetranadon Hide+,A life of constant combathas made this belly skinsturdy and stretchy as well.
532,Tetra Carapace+,Carapace stout enoughto send any back-attackingpredators packing.
533,Tetranadon Disc+,"Unscathed, this disc-shapedhead bone can fetch a highprice as a luxury plate."
534,Tetranadon Beak+,This Tetranadon beak canshoot water at high pressuredue to a refined structure.
535,Bishaten Fur,Thick fur from around aBishaten's neck. Protectsits neck from hungry jaws.
536,Bishaten Horn,"Bishaten horn resembling amonk's hat. Wearing it makesyou smarter, supposedly."
537,Bishaten Feather,"These feathers let Bishatengo wild, providing stabilitywhile on their hind legs."
538,Bisha Tailcase,Tail carapace that is superhard. Can be swung aroundlike a ball on a chain.
539,Bishaten Talon,"Bishaten claws may be small,but don't be fooled—they'lltear you to shreds."
540,Poisonfruit,Fruit that turns poisonous whenit decomposes. Too dangerousto keep after a quest.
541,Parafruit,Fruit with an aroma so spicyit's paralyzing. Too dangerousto keep after a quest.
542,Flashfruit,Fruit that pops with a brightflash if shaken. Too dangerousto keep after a quest.
543,Bishaten Fur+,Quality Bishaten fur thatstays orderly under vigoroustreatment. High utility.
544,Bishaten Horn+,"Bishaten horn resembling amonk's hat. The bigger thehorn, the slyer the beast."
545,Bishaten Feather+,High-quality Bishaten feather.Light blue plumage tracesthe beast's wild movements.
546,Bishaten Tailcase+,"Robust tail carapace that isso hard, it can even breakthrough rocks."
547,Bishaten Talon+,These claws are a good omenfor those who see the beastas a servant of the gods.
548,Somnacanth Scale+,Quality Somnacanth scalethat shimmers a brilliantgold under moonlight.
549,Somnacanth Shell+,This robust carapace luresin victims with its beautyand ruthlessly crushes them.
550,Somnacanth Talon+,Talons grown for cutting andstrength that tear throughprey like butter.
551,Somnacanth Fin+,"In legends, these fins werethought to be the souls ofthose who had died at sea."
552,Somnacanth Sedative,"Shimmers like the fallingtears of a weeping maiden,ushering in a deep sleep."
553,Magnamalo Scale+,"Glows a piercing purple,imbued with the beast'sinfinite fighting spirit."
554,Magnamalo Shell+,"Carapace hardened by malice.So sturdy, it wont buckle toany attack."
555,Magnamalo Blade+,"Honed by blood, these armblades cut prey in two witha single swipe."
556,Magnamalo Horn+,Horns resembling a general'shelmet. Said to grow as onefeasts on the defeated.
557,Magnamalo Scute+,The blades produced fromMagnamalo's back whenenraged show its tenacity.
558,Purple Magna Orb,This jewel glows a sinisterpurple as though holdingmany unfortunate souls.
559,Magna Soulprism,A crystal of condensed gas.Its quiet exterior beliesits savage explosive power.
560,Almudron Scale+,"A quality Almudron scale.Polished by mud over manyyears, it's a work of art."
561,Almudron Shell+,You could make a shield fromthe many hardened layers ofbodily fluid and mud alone.
562,Almudron Claw+,Sharp Almudron claw thattears through earth likewater.
563,Almudron Fin+,Fin-like tuft of hair thatcauses mud waves andwhirlpools with every move.
564,Almudron Whisker+,"The longer the whiskers, thebetter they can sensevibration. Intruders beware."
565,Golden Almudron Orb,The contrast of cloudy dullhues and brilliant gold inthis jewel is one-of-a-kind.
566,Golden Sludge,Mud with high levels ofmucus. Coveted by smiths forits miraculous properties.
567,Goss Harag Fur+,Goss hair is fought over insnowy lands for its warmingand protective qualities.
568,Goss Harag Hide+,Freezing air and boilingGoss blood have made thisskin harder than most armor.
569,Goss Harag Brace+,Arm carapace thickenedby the reckless behaviorof a Goss Harag.
570,Goss Harag Horn+,These horns are sometimesseen as bad luck due totheir demonic shape.
571,Goss Harag Claw+,These rough claws havestomped through ice andslashed countless beasts.
572,Block of Ice+,Any blade or gauntlet madefrom this ice is sure tofreeze children in terror.
573,Rakna-Kadaki Carapace,"Hard, heavy Rakna-Kadakicarapace sometimes usedin weapons and armor."
574,Rakna-Kadaki Silk,Quality Rakna-Kadaki silk.A garb woven from this silkis sure to cushion any blow.
575,Rakna-Kadaki Glowgut,"A Rakna-Kadaki organ thatglows alluringly, butburns with magmatic heat."
576,Rakna-Kadaki Sharpclaw,"Rakna-Kadaki talons. Capableof such a punch, they couldshatter a dragon's hide."
577,Rakna-Kadaki Spike,A spike that has a charmingcurve. Used in weapons aswell as for decoration.
578,Ibushi Carapace,"Carapace of Ibushi. Oddly,the skin is hard, elastic,and also lightweight."
579,Ibushi Hide+,"Rigid enough to repel bladesyet flexible as rubber, thishide fends off all attacks."
580,Ibushi Horn+,"Careful polishing could turnthis horn into a graceful,gleaming azure blade."
581,Ibushi Claw+,A swipe of these sharptalons disfigures the landwith a gust-like blow.
582,Ibushi Windsac,Organ that stores and emitsair. Inflates to float onself-created drafts.
583,Ibushi Bluespike,Countless rock-hard spikesprevent airborne enemiesfrom getting close.
584,Wind Serpent Orb,This jewel shimmers with therage of a typhoon. Itsholder commands the storm.
585,Narwa Carapace,Flexible and lightweightcarapace that courses withflesh-singeing electricity.
586,Narwa Hide+,"Hide so well insulated,it makes lightning strikesfeel like bug bites."
587,Narwa Horn+,Narwa's horn. Shoots outbolts of lightning whenswung; handle with caution.
588,Narwa Claw+,Sharp talons that oncesliced up any foolishenough to attack Narwa.
589,Narwa Sparksac,This lightning-emittingorgan creates a magneticfield to enable floating.
590,Narwa Tentacle,Tentacles that cover Narwa'sbody. It uses them to shrouditself in lightning.
591,Thunder Serpent Orb,This jewel shimmers withthe ire of lightning. Its holdercan tame thunder.
592,Scale of Origin,Ultramarine and goldenyellow collide like the skyand screaming lightning.
593,Horn of Origin,This horn dominates galesdancing across the sky andearth-splitting thunder.
594,Orb of Origin,Within this jewel from theAllmother dance father windand mother lightning.
595,Shimmering Scale,Valstrax scale slightlytinged by the crimsoneclipse. Portends disaster.
596,Gleaming Shell,Valstrax carapace capable ofwithstanding sonic speedand boiling heat.
597,Valstrax Claw+,This piece of Valstrax claw isremarkably hard and sharp. It'storn up countless peacetimes.
598,Valstrax Tail,A large Valstrax tail thatshines like a comet. Effortlesslysweeps aside all tranquility.
599,Rouge Spikewing,"Touched by the crimsoneclipse, this wing phasesin an otherwordly fashion."
600,Valstrax Spineshell,A Valstrax shell used forback protection. Its sharppoints look like blades.
601,Red Serpent Orb,"The source of evil heavenlyomens. Fly fleetly, as acomet 'cross the skies."
602,Crimson Liquid,Merely touching this boilinghot draconic fluid fillsyour mind with catastrophe.
603,Apex Beastclaw,Forearm carapace of an ApexArzuros. Countless scarsshow its dances with death.
604,Apex Bubblefoam,A single drop of this fluidcan turn a wasteland intoa foamy ocean paradise.
605,Apex Blaze Sac,An Apex Rathalos organ.Lets loose fire tingedwith unfocused rage.
606,Apex Curlhorn,You can see the beast's willto live from the scars thishorn has endured.
607,Apex Shockshell,Battle-scarred carapace ofan Apex Zinogre. Surges withelectricity when disgraced.
608,Apex Venom Spike,Sword-like hair of an ApexRathian. Appears to havebent and regrown stronger.
609,Bombadgy Igniter,Bombadgy body fluid that isprone to bursting into flame.Emitted when in danger.
610,Rachnoid Silk,Silk shot by Rachnoid. Itshigh tensile strength makesit stronger than it looks.
611,Rachnoid Silk+,High quality silk that isnearly as strong as ropeand more flexible too.
612,Tobi-Kadachi Scale,A Tobi-Kadachi scale. Armormade from these isshockingly light.
613,Tobi-Kadachi Scale+,"A quality scale that isflexible as a feather,and light as the wind."
614,Tobi-Kadachi Pelt,Prone to generating staticelectricity—its hairs areconstantly on end.
615,Tobi-Kadachi Pelt+,The bolt-upright hairs arean indication of the strongelectricity flowing inside.
616,Tobi-Kadachi Membrane,"A film that is thin enoughto see through, but strongenough to catch the wind."
617,Tobi-Kadachi Claw,These sharp-hooked Tobi-Kadachi claws are perfectfor zipping up trees.
618,Tobi-Kadachi Claw+,Tobi-Kadachi use theserazor-sharp claws to movearound in the trees.
619,Tobi-Kadachi Electrode,Spikes made of a highlyconductive material. Greatfor gear using electricity.
620,Tobi-Kadachi Electrode+,Conductive electrode thatbuilds up and unleashespurple bolts of electricity.
621,Jyuratodus Scale+,"Mud sticks to this scale,building up and increasingits thickness over time."
622,Jyuratodus Carapace,Sturdy mud-caked Jyuratoduscarapace. The mud layerboosts defense greatly.
623,Jyuratodus Fang+,"Once this fang gets a holdof you, it wont let go untilyou're drowning in mud."
624,Jyuratodus Fin+,"Using this flexible fin, theJyuratodus is able to easilyglide through the mud."
625,Chameleos Wing,"While this material isstrong, the surface's weirdtexture is its highlight."
626,Suspicious Fang,These fangs are popular withoccult fans and sold on theblack market as cursed items.
627,Suspicious Fang+,"Having slurped up mounds offlesh, these fangs are usedin certain rituals."
628,Kulu-Ya-Ku Scale,"With some fine crafting, themilky white color of thesescales can be improved."
629,Kulu-Ya-Ku Scale+,"Boasts brilliant coloration,and leaves nothing to bedesired in strength."
630,Kulu-Ya-Ku Hide,"Due to its versatilecoloration, this hide isoften used in clothing."
631,Kulu-Ya-Ku Hide+,"Just like the sturdy Kuluhide you know, exceptstronger, and smoother too."
632,Kulu-Ya-Ku Beak,"This beak, developed toeat the yolks out of eggs,has a peculiar shape."
633,Kulu-Ya-Ku Beak+,This Kulu beak is a peckabove the rest. Strongerthan typical wyvern hide.
634,Kulu-Ya-Ku Plume,These feathers are a hitamong trendy youth fortheir vibrant patterns.
635,Kulu-Ya-Ku Plume+,"These larger, more colorfulfeathers are often used indecorative items."
636,Pukei-Pukei Scale,Many a hunter has beencharmed by the deep forest-green hue of these scales.
637,Pukei-Pukei Scale+,"Light and sturdy. With alittle work, this could letyou blend into the woods."
638,Pukei-Pukei Shell,The shade of green variesslightly depending on whereit was harvested from.
639,Pukei-Pukei Carapace,The surface of this carapaceis exceptionally hard;great for making armor.
640,Pukei-Pukei Quill,Green feather taken froma Pukei-Pukei wing. Hasmany decorative uses.
641,Pukei-Pukei Wing,"This wing membrane is highlyelastic and resistant topoison, giving it many uses."
642,Pukei-Pukei Sac,A Pukei-Pukei dewlap. Holdsa digestive poison thatdissolves plants.
